Fine_step Time dt scale_factor Memory%
9635.0 0.163317 1.699e-05 1.0 7.6
9636.0 0.163334 1.699e-05 1.0 7.6
9637.0 0.163351 1.699e-05 1.0 7.6
9638.0 0.163368 1.699e-05 1.0 7.6
9639.0 0.163385 1.699e-05 1.0 7.6
9640.0 0.163402 1.699e-05 1.0 7.6
9641.0 0.163419 1.699e-05 1.0 7.6
9642.0 0.163436 1.699e-05 1.0 7.6
9643.0 0.163453 1.699e-05 1.0 7.6
9644.0 0.16347 1.699e-05 1.0 7.6
9645.0 0.163487 1.699e-05 1.0 7.6
9646.0 0.163504 1.699e-05 1.0 7.6
9647.0 0.163521 1.699e-05 1.0 7.6
9648.0 0.163538 1.699e-05 1.0 7.6
9649.0 0.163555 1.699e-05 1.0 7.6
9650.0 0.163572 1.699e-05 1.0 7.6
9651.0 0.163589 1.699e-05 1.0 7.6
9652.0 0.163606 1.699e-05 1.0 7.6
9653.0 0.163623 1.699e-05 1.0 7.6
9654.0 0.16364 1.699e-05 1.0 7.6
9655.0 0.163657 1.699e-05 1.0 7.6
9656.0 0.163674 1.699e-05 1.0 7.6
9657.0 0.163691 1.699e-05 1.0 7.6
9658.0 0.163708 1.699e-05 1.0 7.6
9659.0 0.163725 1.699e-05 1.0 7.6
9660.0 0.163742 1.699e-05 1.0 7.6
9661.0 0.163759 1.699e-05 1.0 7.6
9662.0 0.163776 1.699e-05 1.0 7.6
9663.0 0.163793 1.699e-05 1.0 7.6
9664.0 0.16381 1.699e-05 1.0 7.6
9665.0 0.163827 1.699e-05 1.0 7.6
9666.0 0.163844 1.699e-05 1.0 7.6
9667.0 0.163861 1.699e-05 1.0 7.6
9668.0 0.163878 1.699e-05 1.0 7.6
9669.0 0.163895 1.699e-05 1.0 7.6
9670.0 0.163912 1.699e-05 1.0 7.6
9671.0 0.163929 1.699e-05 1.0 7.6
9672.0 0.163946 1.699e-05 1.0 7.6
9673.0 0.163963 1.699e-05 1.0 7.6
9674.0 0.16398 1.699e-05 1.0 7.6
9675.0 0.163997 1.699e-05 1.0 7.6
9676.0 0.164014 1.699e-05 1.0 7.6
9677.0 0.164031 1.699e-05 1.0 7.6
9678.0 0.164048 1.699e-05 1.0 7.6
9679.0 0.164065 1.699e-05 1.0 7.6
9680.0 0.164082 1.699e-05 1.0 7.6
9681.0 0.164099 1.699e-05 1.0 7.6
9682.0 0.164116 1.699e-05 1.0 7.6
9683.0 0.164133 1.699e-05 1.0 7.6
9684.0 0.16415 1.699e-05 1.0 7.6
9685.0 0.164167 1.699e-05 1.0 7.6
9686.0 0.164184 1.699e-05 1.0 7.6
9687.0 0.164201 1.699e-05 1.0 7.6
9688.0 0.164218 1.699e-05 1.0 7.6
9689.0 0.164235 1.699e-05 1.0 7.6
9690.0 0.164252 1.699e-05 1.0 7.6
9691.0 0.164269 1.699e-05 1.0 7.6
9692.0 0.164286 1.699e-05 1.0 7.6
9693.0 0.164303 1.699e-05 1.0 7.6
9694.0 0.16432 1.699e-05 1.0 7.6
9695.0 0.164336 1.699e-05 1.0 7.6
9696.0 0.164353 1.699e-05 1.0 7.6
9697.0 0.16437 1.699e-05 1.0 7.6
9698.0 0.164387 1.699e-05 1.0 7.6
9699.0 0.164404 1.699e-05 1.0 7.6
9700.0 0.164421 1.699e-05 1.0 7.6
9701.0 0.164438 1.699e-05 1.0 7.6
9702.0 0.164455 1.699e-05 1.0 7.6
9703.0 0.164472 1.699e-05 1.0 7.6
9704.0 0.164489 1.699e-05 1.0 7.6
9705.0 0.164506 1.699e-05 1.0 7.6
9706.0 0.164523 1.699e-05 1.0 7.6
9707.0 0.16454 1.699e-05 1.0 7.6
9708.0 0.164557 1.699e-05 1.0 7.6
9709.0 0.164574 1.699e-05 1.0 7.6
9710.0 0.164591 1.699e-05 1.0 7.6
9711.0 0.164608 1.699e-05 1.0 7.6
9712.0 0.164625 1.699e-05 1.0 7.6
9713.0 0.164642 1.699e-05 1.0 7.6
9714.0 0.164659 1.699e-05 1.0 7.6
9715.0 0.164676 1.699e-05 1.0 7.6
9716.0 0.164693 1.699e-05 1.0 7.6
9717.0 0.16471 1.699e-05 1.0 7.6
9718.0 0.164727 1.699e-05 1.0 7.6
9719.0 0.164744 1.699e-05 1.0 7.6
9720.0 0.164761 1.699e-05 1.0 7.6
9721.0 0.164778 1.699e-05 1.0 7.6
9722.0 0.164795 1.699e-05 1.0 7.6
9723.0 0.164812 1.699e-05 1.0 7.6
9724.0 0.164829 1.699e-05 1.0 7.6
9725.0 0.164846 1.699e-05 1.0 7.6
9726.0 0.164863 1.699e-05 1.0 7.6
9727.0 0.16488 1.699e-05 1.0 7.6
9728.0 0.164897 1.699e-05 1.0 7.6
9729.0 0.164914 1.699e-05 1.0 7.6
9730.0 0.164931 1.699e-05 1.0 7.6
9731.0 0.164948 1.699e-05 1.0 7.6
9732.0 0.164965 1.699e-05 1.0 7.6
9733.0 0.164982 1.699e-05 1.0 7.6
9734.0 0.164999 1.699e-05 1.0 7.6
9735.0 0.165016 1.699e-05 1.0 7.6
9736.0 0.165033 1.699e-05 1.0 7.6
9737.0 0.16505 1.699e-05 1.0 7.6
9738.0 0.165067 1.699e-05 1.0 7.6
9739.0 0.165084 1.699e-05 1.0 7.6
9740.0 0.165101 1.699e-05 1.0 7.6
9741.0 0.165118 1.699e-05 1.0 7.6
9742.0 0.165135 1.699e-05 1.0 7.6
9743.0 0.165152 1.699e-05 1.0 7.6
9744.0 0.165169 1.699e-05 1.0 7.6
9745.0 0.165186 1.699e-05 1.0 7.6
9746.0 0.165203 1.699e-05 1.0 7.6
9747.0 0.16522 1.699e-05 1.0 7.6
9748.0 0.165237 1.699e-05 1.0 7.6
9749.0 0.165254 1.699e-05 1.0 7.6
9750.0 0.165271 1.699e-05 1.0 7.6
9751.0 0.165288 1.699e-05 1.0 7.6
9752.0 0.165305 1.699e-05 1.0 7.6
9753.0 0.165322 1.699e-05 1.0 7.6
9754.0 0.165339 1.699e-05 1.0 7.6
9755.0 0.165356 1.699e-05 1.0 7.6
9756.0 0.165373 1.699e-05 1.0 7.6
9757.0 0.16539 1.699e-05 1.0 7.6
9758.0 0.165407 1.699e-05 1.0 7.6
9759.0 0.165424 1.699e-05 1.0 7.6
9760.0 0.165441 1.699e-05 1.0 7.6
9761.0 0.165458 1.699e-05 1.0 7.6
9762.0 0.165475 1.699e-05 1.0 7.6
9763.0 0.165492 1.699e-05 1.0 7.6
9764.0 0.165509 1.699e-05 1.0 7.6
9765.0 0.165526 1.699e-05 1.0 7.6
9766.0 0.165543 1.699e-05 1.0 7.6
9767.0 0.16556 1.699e-05 1.0 7.6
9768.0 0.165577 1.699e-05 1.0 7.6
9769.0 0.165594 1.699e-05 1.0 7.6
9770.0 0.165611 1.699e-05 1.0 7.6
9771.0 0.165628 1.699e-05 1.0 7.6
9772.0 0.165645 1.699e-05 1.0 7.6
9773.0 0.165662 1.699e-05 1.0 7.6
9774.0 0.165679 1.699e-05 1.0 7.6
9775.0 0.165696 1.699e-05 1.0 7.6
9776.0 0.165713 1.699e-05 1.0 7.6
9777.0 0.165729 1.699e-05 1.0 7.6
9778.0 0.165746 1.699e-05 1.0 7.6
9779.0 0.165763 1.699e-05 1.0 7.6
9780.0 0.16578 1.699e-05 1.0 7.6
9781.0 0.165797 1.699e-05 1.0 7.6
9782.0 0.165814 1.699e-05 1.0 7.6
9783.0 0.165831 1.699e-05 1.0 7.6
9784.0 0.165848 1.699e-05 1.0 7.6
9785.0 0.165865 1.699e-05 1.0 7.6
9786.0 0.165882 1.699e-05 1.0 7.6
9787.0 0.165899 1.699e-05 1.0 7.6
9788.0 0.165916 1.699e-05 1.0 7.6
9789.0 0.165933 1.699e-05 1.0 7.6
9790.0 0.16595 1.699e-05 1.0 7.6
9791.0 0.165967 1.699e-05 1.0 7.6
9792.0 0.165984 1.699e-05 1.0 7.6
9793.0 0.166001 1.699e-05 1.0 7.6
9794.0 0.166018 1.699e-05 1.0 7.6
9795.0 0.166035 1.699e-05 1.0 7.6
9796.0 0.166052 1.699e-05 1.0 7.6
9797.0 0.166069 1.699e-05 1.0 7.6
9798.0 0.166086 1.699e-05 1.0 7.6
9799.0 0.166103 1.699e-05 1.0 7.6
9800.0 0.16612 1.699e-05 1.0 7.6
9801.0 0.166137 1.699e-05 1.0 7.6
9802.0 0.166154 1.699e-05 1.0 7.6
9803.0 0.166171 1.699e-05 1.0 7.6
9804.0 0.166188 1.699e-05 1.0 7.6
9805.0 0.166205 1.699e-05 1.0 7.6
9806.0 0.166222 1.699e-05 1.0 7.6
9807.0 0.166239 1.699e-05 1.0 7.6
9808.0 0.166256 1.699e-05 1.0 7.6
9809.0 0.166273 1.699e-05 1.0 7.6
9810.0 0.16629 1.699e-05 1.0 7.6
9811.0 0.166307 1.699e-05 1.0 7.6
9812.0 0.166324 1.699e-05 1.0 7.6
9813.0 0.166341 1.699e-05 1.0 7.6
9814.0 0.166358 1.699e-05 1.0 7.6
9815.0 0.166375 1.699e-05 1.0 7.6
9816.0 0.166392 1.699e-05 1.0 7.6
9817.0 0.166409 1.699e-05 1.0 7.6
9818.0 0.166426 1.699e-05 1.0 7.6
9819.0 0.166443 1.699e-05 1.0 7.6
9820.0 0.16646 1.699e-05 1.0 7.6
9821.0 0.166477 1.699e-05 1.0 7.6
9822.0 0.166494 1.699e-05 1.0 7.6
9823.0 0.166511 1.699e-05 1.0 7.6
9824.0 0.166528 1.699e-05 1.0 7.6
9825.0 0.166545 1.699e-05 1.0 7.6
9826.0 0.166562 1.699e-05 1.0 7.6
9827.0 0.166579 1.699e-05 1.0 7.6
9828.0 0.166596 1.699e-05 1.0 7.6
9829.0 0.166613 1.699e-05 1.0 7.6
9830.0 0.16663 1.699e-05 1.0 7.6
9831.0 0.166647 1.699e-05 1.0 7.6
9832.0 0.166664 1.699e-05 1.0 7.6
9833.0 0.166681 1.699e-05 1.0 7.6
9834.0 0.166698 1.699e-05 1.0 7.6
9835.0 0.166715 1.699e-05 1.0 7.6
9836.0 0.166732 1.699e-05 1.0 7.6
9837.0 0.166749 1.699e-05 1.0 7.6
9838.0 0.166766 1.699e-05 1.0 7.6
9839.0 0.166783 1.699e-05 1.0 7.6
9840.0 0.1668 1.699e-05 1.0 7.6
9841.0 0.166817 1.699e-05 1.0 7.6
9842.0 0.166834 1.699e-05 1.0 7.6
9843.0 0.166851 1.699e-05 1.0 7.6
9844.0 0.166868 1.699e-05 1.0 7.6
9845.0 0.166885 1.699e-05 1.0 7.6
9846.0 0.166902 1.699e-05 1.0 7.6
9847.0 0.166919 1.699e-05 1.0 7.6
9848.0 0.166936 1.699e-05 1.0 7.6
9849.0 0.166953 1.699e-05 1.0 7.6
9850.0 0.16697 1.699e-05 1.0 7.6
9851.0 0.166987 1.699e-05 1.0 7.6
9852.0 0.167004 1.699e-05 1.0 7.6
9853.0 0.167021 1.699e-05 1.0 7.6
9854.0 0.167038 1.699e-05 1.0 7.6
9855.0 0.167055 1.699e-05 1.0 7.6
9856.0 0.167072 1.699e-05 1.0 7.6
9857.0 0.167089 1.699e-05 1.0 7.6
9858.0 0.167105 1.699e-05 1.0 7.6
9859.0 0.167122 1.699e-05 1.0 7.6
9860.0 0.167139 1.699e-05 1.0 7.6
9861.0 0.167156 1.699e-05 1.0 7.6
9862.0 0.167173 1.699e-05 1.0 7.6
9863.0 0.16719 1.699e-05 1.0 7.6
9864.0 0.167207 1.699e-05 1.0 7.6
9865.0 0.167224 1.699e-05 1.0 7.6
9866.0 0.167241 1.699e-05 1.0 7.6
9867.0 0.167258 1.699e-05 1.0 7.6
9868.0 0.167275 1.699e-05 1.0 7.6
9869.0 0.167292 1.699e-05 1.0 7.6
9870.0 0.167309 1.699e-05 1.0 7.6
9871.0 0.167326 1.699e-05 1.0 7.6
9872.0 0.167343 1.699e-05 1.0 7.6
9873.0 0.16736 1.699e-05 1.0 7.6
9874.0 0.167377 1.699e-05 1.0 7.6
9875.0 0.167394 1.699e-05 1.0 7.6
9876.0 0.167411 1.699e-05 1.0 7.6
9877.0 0.167428 1.699e-05 1.0 7.6
9878.0 0.167445 1.699e-05 1.0 7.6
9879.0 0.167462 1.699e-05 1.0 7.6
9880.0 0.167479 1.699e-05 1.0 7.6
9881.0 0.167496 1.699e-05 1.0 7.6
9882.0 0.167513 1.699e-05 1.0 7.6
9883.0 0.16753 1.699e-05 1.0 7.6
9884.0 0.167547 1.699e-05 1.0 7.6
9885.0 0.167564 1.699e-05 1.0 7.6
9886.0 0.167581 1.699e-05 1.0 7.6
9887.0 0.167598 1.699e-05 1.0 7.6
9888.0 0.167615 1.699e-05 1.0 7.6
9889.0 0.167632 1.699e-05 1.0 7.6
9890.0 0.167649 1.699e-05 1.0 7.6
9891.0 0.167666 1.699e-05 1.0 7.6
9892.0 0.167683 1.699e-05 1.0 7.6
9893.0 0.1677 1.699e-05 1.0 7.6
9894.0 0.167717 1.699e-05 1.0 7.6
9895.0 0.167734 1.699e-05 1.0 7.6
9896.0 0.167751 1.699e-05 1.0 7.6
9897.0 0.167768 1.699e-05 1.0 7.6
9898.0 0.167785 1.699e-05 1.0 7.6
9899.0 0.167802 1.699e-05 1.0 7.6
9900.0 0.167819 1.699e-05 1.0 7.6
9901.0 0.167836 1.699e-05 1.0 7.6
9902.0 0.167853 1.699e-05 1.0 7.6
9903.0 0.16787 1.699e-05 1.0 7.6
9904.0 0.167887 1.699e-05 1.0 7.6
9905.0 0.167904 1.699e-05 1.0 7.6
9906.0 0.167921 1.699e-05 1.0 7.6
9907.0 0.167938 1.699e-05 1.0 7.6
9908.0 0.167955 1.699e-05 1.0 7.6
9909.0 0.167972 1.699e-05 1.0 7.6
9910.0 0.167989 1.699e-05 1.0 7.6
9911.0 0.168006 1.699e-05 1.0 7.6
9912.0 0.168023 1.699e-05 1.0 7.6
9913.0 0.16804 1.699e-05 1.0 7.6
9914.0 0.168057 1.699e-05 1.0 7.6
9915.0 0.168074 1.699e-05 1.0 7.6
9916.0 0.168091 1.699e-05 1.0 7.6
9917.0 0.168108 1.699e-05 1.0 7.6
9918.0 0.168125 1.699e-05 1.0 7.6
9919.0 0.168142 1.699e-05 1.0 7.6
9920.0 0.168159 1.699e-05 1.0 7.6
9921.0 0.168176 1.699e-05 1.0 7.6
9922.0 0.168193 1.699e-05 1.0 7.6
9923.0 0.16821 1.699e-05 1.0 7.6
9924.0 0.168227 1.699e-05 1.0 7.6
9925.0 0.168244 1.699e-05 1.0 7.6
9926.0 0.168261 1.699e-05 1.0 7.6
9927.0 0.168278 1.699e-05 1.0 7.6
9928.0 0.168295 1.699e-05 1.0 7.6
9929.0 0.168312 1.699e-05 1.0 7.6
9930.0 0.168329 1.699e-05 1.0 7.6
9931.0 0.168346 1.699e-05 1.0 7.6
9932.0 0.168363 1.699e-05 1.0 7.6
9933.0 0.16838 1.699e-05 1.0 7.6
9934.0 0.168397 1.699e-05 1.0 7.6
9935.0 0.168414 1.699e-05 1.0 7.6
9936.0 0.168431 1.699e-05 1.0 7.6
9937.0 0.168448 1.699e-05 1.0 7.6
9938.0 0.168465 1.699e-05 1.0 7.6
9939.0 0.168481 1.699e-05 1.0 7.6
9940.0 0.168498 1.699e-05 1.0 7.6
9941.0 0.168515 1.699e-05 1.0 7.6
9942.0 0.168532 1.699e-05 1.0 7.6
9943.0 0.168549 1.699e-05 1.0 7.6
9944.0 0.168566 1.699e-05 1.0 7.6
9945.0 0.168583 1.699e-05 1.0 7.6
9946.0 0.1686 1.699e-05 1.0 7.6
9947.0 0.168617 1.699e-05 1.0 7.6
9948.0 0.168634 1.699e-05 1.0 7.6
9949.0 0.168651 1.699e-05 1.0 7.6
9950.0 0.168668 1.699e-05 1.0 7.6
9951.0 0.168685 1.699e-05 1.0 7.6
9952.0 0.168702 1.699e-05 1.0 7.6
9953.0 0.168719 1.699e-05 1.0 7.6
9954.0 0.168736 1.699e-05 1.0 7.6
9955.0 0.168753 1.699e-05 1.0 7.6
9956.0 0.16877 1.699e-05 1.0 7.6
9957.0 0.168787 1.699e-05 1.0 7.6
9958.0 0.168804 1.699e-05 1.0 7.6
9959.0 0.168821 1.699e-05 1.0 7.6
9960.0 0.168838 1.699e-05 1.0 7.6
9961.0 0.168855 1.699e-05 1.0 7.6
9962.0 0.168872 1.699e-05 1.0 7.6
9963.0 0.168889 1.699e-05 1.0 7.6
9964.0 0.168906 1.699e-05 1.0 7.6
9965.0 0.168923 1.699e-05 1.0 7.6
9966.0 0.16894 1.699e-05 1.0 7.6
9967.0 0.168957 1.699e-05 1.0 7.6
9968.0 0.168974 1.699e-05 1.0 7.6
9969.0 0.168991 1.699e-05 1.0 7.6
9970.0 0.169008 1.699e-05 1.0 7.6
9971.0 0.169025 1.699e-05 1.0 7.6
9972.0 0.169042 1.699e-05 1.0 7.6
9973.0 0.169059 1.699e-05 1.0 7.6
9974.0 0.169076 1.699e-05 1.0 7.6
9975.0 0.169093 1.699e-05 1.0 7.6
9976.0 0.16911 1.699e-05 1.0 7.6
9977.0 0.169127 1.699e-05 1.0 7.6
9978.0 0.169144 1.699e-05 1.0 7.6
9979.0 0.169161 1.699e-05 1.0 7.6
9980.0 0.169178 1.699e-05 1.0 7.6
9981.0 0.169195 1.699e-05 1.0 7.6
9982.0 0.169212 1.699e-05 1.0 7.6
9983.0 0.169229 1.699e-05 1.0 7.6
9984.0 0.169246 1.699e-05 1.0 7.6
9985.0 0.169263 1.699e-05 1.0 7.6
9986.0 0.16928 1.699e-05 1.0 7.6
9987.0 0.169297 1.699e-05 1.0 7.6
9988.0 0.169314 1.699e-05 1.0 7.6
9989.0 0.169331 1.699e-05 1.0 7.6
9990.0 0.169348 1.699e-05 1.0 7.6
9991.0 0.169365 1.699e-05 1.0 7.6
9992.0 0.169382 1.699e-05 1.0 7.6
9993.0 0.169399 1.699e-05 1.0 7.6
9994.0 0.169416 1.699e-05 1.0 7.6
9995.0 0.169433 1.699e-05 1.0 7.6
9996.0 0.16945 1.699e-05 1.0 7.6
9997.0 0.169467 1.699e-05 1.0 7.6
9998.0 0.169484 1.699e-05 1.0 7.6
9999.0 0.169501 1.699e-05 1.0 7.6
10000.0 0.169518 1.699e-05 1.0 7.6
10001.0 0.169535 1.699e-05 1.0 7.6
10002.0 0.169552 1.699e-05 1.0 7.6
10003.0 0.169569 1.699e-05 1.0 7.6
10004.0 0.169586 1.699e-05 1.0 7.6
10005.0 0.169603 1.699e-05 1.0 7.6
10006.0 0.16962 1.699e-05 1.0 7.6
10007.0 0.169637 1.699e-05 1.0 7.6
10008.0 0.169654 1.699e-05 1.0 7.6
10009.0 0.169671 1.699e-05 1.0 7.6
10010.0 0.169688 1.699e-05 1.0 7.6
10011.0 0.169705 1.699e-05 1.0 7.6
10012.0 0.169722 1.699e-05 1.0 7.6
10013.0 0.169739 1.699e-05 1.0 7.6
10014.0 0.169756 1.699e-05 1.0 7.6
10015.0 0.169773 1.699e-05 1.0 7.6
10016.0 0.16979 1.699e-05 1.0 7.6
10017.0 0.169807 1.699e-05 1.0 7.6
10018.0 0.169824 1.699e-05 1.0 7.6
10019.0 0.169841 1.699e-05 1.0 7.6
10020.0 0.169857 1.699e-05 1.0 7.6
10021.0 0.169874 1.699e-05 1.0 7.6
10022.0 0.169891 1.699e-05 1.0 7.6
10023.0 0.169908 1.699e-05 1.0 7.6
10024.0 0.169925 1.699e-05 1.0 7.6
10025.0 0.169942 1.699e-05 1.0 7.6
10026.0 0.169959 1.699e-05 1.0 7.6
10027.0 0.169976 1.699e-05 1.0 7.6
10028.0 0.169993 1.699e-05 1.0 7.6
10029.0 0.17001 1.699e-05 1.0 7.6
10030.0 0.170027 1.699e-05 1.0 7.6
10031.0 0.170044 1.699e-05 1.0 7.6
10032.0 0.170061 1.699e-05 1.0 7.6
10033.0 0.170078 1.699e-05 1.0 7.6
10034.0 0.170095 1.699e-05 1.0 7.6
10035.0 0.170112 1.699e-05 1.0 7.6
10036.0 0.170129 1.699e-05 1.0 7.6
10037.0 0.170146 1.699e-05 1.0 7.6
10038.0 0.170163 1.699e-05 1.0 7.6
10039.0 0.17018 1.699e-05 1.0 7.6
10040.0 0.170197 1.699e-05 1.0 7.6
10041.0 0.170214 1.699e-05 1.0 7.6
10042.0 0.170231 1.699e-05 1.0 7.6
10043.0 0.170248 1.699e-05 1.0 7.6
10044.0 0.170265 1.699e-05 1.0 7.6
10045.0 0.170282 1.699e-05 1.0 7.6
10046.0 0.170299 1.699e-05 1.0 7.6
10047.0 0.170316 1.699e-05 1.0 7.6
10048.0 0.170333 1.699e-05 1.0 7.6
10049.0 0.17035 1.699e-05 1.0 7.6
10050.0 0.170367 1.699e-05 1.0 7.6
10051.0 0.170384 1.699e-05 1.0 7.6
10052.0 0.170401 1.699e-05 1.0 7.6
10053.0 0.170418 1.699e-05 1.0 7.6
10054.0 0.170435 1.699e-05 1.0 7.6
10055.0 0.170452 1.699e-05 1.0 7.6
10056.0 0.170469 1.699e-05 1.0 7.6
10057.0 0.170486 1.699e-05 1.0 7.6
10058.0 0.170503 1.699e-05 1.0 7.6
10059.0 0.17052 1.699e-05 1.0 7.6
10060.0 0.170537 1.699e-05 1.0 7.6
10061.0 0.170554 1.699e-05 1.0 7.6
10062.0 0.170571 1.699e-05 1.0 7.6
10063.0 0.170588 1.699e-05 1.0 7.6
10064.0 0.170605 1.699e-05 1.0 7.6
10065.0 0.170622 1.699e-05 1.0 7.6
10066.0 0.170639 1.699e-05 1.0 7.6
10067.0 0.170656 1.699e-05 1.0 7.6
10068.0 0.170673 1.699e-05 1.0 7.6
10069.0 0.17069 1.699e-05 1.0 7.6
10070.0 0.170707 1.699e-05 1.0 7.6
10071.0 0.170724 1.699e-05 1.0 7.6
10072.0 0.170741 1.699e-05 1.0 7.7
10073.0 0.170758 1.699e-05 1.0 7.7
10074.0 0.170775 1.699e-05 1.0 7.7
10075.0 0.170792 1.699e-05 1.0 7.7
10076.0 0.170809 1.699e-05 1.0 7.7
10077.0 0.170826 1.699e-05 1.0 7.7
10078.0 0.170843 1.699e-05 1.0 7.7
10079.0 0.17086 1.699e-05 1.0 7.7
10080.0 0.170877 1.699e-05 1.0 7.7
10081.0 0.170894 1.699e-05 1.0 7.7
10082.0 0.170911 1.699e-05 1.0 7.7
10083.0 0.170928 1.699e-05 1.0 7.7
10084.0 0.170945 1.699e-05 1.0 7.7
10085.0 0.170962 1.699e-05 1.0 7.7
10086.0 0.170979 1.699e-05 1.0 7.7
10087.0 0.170996 1.699e-05 1.0 7.7
10088.0 0.171013 1.699e-05 1.0 7.7
10089.0 0.17103 1.699e-05 1.0 7.7
10090.0 0.171047 1.699e-05 1.0 7.7
10091.0 0.171064 1.699e-05 1.0 7.7
10092.0 0.171081 1.699e-05 1.0 7.7
10093.0 0.171098 1.699e-05 1.0 7.7
10094.0 0.171115 1.699e-05 1.0 7.7
10095.0 0.171132 1.699e-05 1.0 7.7
10096.0 0.171149 1.699e-05 1.0 7.7
10097.0 0.171166 1.699e-05 1.0 7.7
10098.0 0.171183 1.699e-05 1.0 7.7
10099.0 0.1712 1.699e-05 1.0 7.7
10100.0 0.171217 1.699e-05 1.0 7.7
10101.0 0.171233 1.699e-05 1.0 7.7
10102.0 0.17125 1.699e-05 1.0 7.7
10103.0 0.171267 1.699e-05 1.0 7.7
10104.0 0.171284 1.699e-05 1.0 7.7
10105.0 0.171301 1.699e-05 1.0 7.7
10106.0 0.171318 1.699e-05 1.0 7.7
10107.0 0.171335 1.699e-05 1.0 7.7
10108.0 0.171352 1.699e-05 1.0 7.7
10109.0 0.171369 1.699e-05 1.0 7.7
10110.0 0.171386 1.699e-05 1.0 7.7
10111.0 0.171403 1.699e-05 1.0 7.7
10112.0 0.17142 1.699e-05 1.0 7.7
10113.0 0.171437 1.699e-05 1.0 7.7
10114.0 0.171454 1.699e-05 1.0 7.7
10115.0 0.171471 1.699e-05 1.0 7.7
10116.0 0.171488 1.699e-05 1.0 7.7
10117.0 0.171505 1.699e-05 1.0 7.7
10118.0 0.171522 1.699e-05 1.0 7.7
10119.0 0.171539 1.699e-05 1.0 7.7
10120.0 0.171556 1.699e-05 1.0 7.7
10121.0 0.171573 1.699e-05 1.0 7.7
10122.0 0.17159 1.699e-05 1.0 7.7
10123.0 0.171607 1.699e-05 1.0 7.7
10124.0 0.171624 1.699e-05 1.0 7.7
10125.0 0.171641 1.699e-05 1.0 7.7
10126.0 0.171658 1.699e-05 1.0 7.7
10127.0 0.171675 1.699e-05 1.0 7.7
10128.0 0.171692 1.699e-05 1.0 7.7
10129.0 0.171709 1.699e-05 1.0 7.7
10130.0 0.171726 1.699e-05 1.0 7.7
10131.0 0.171743 1.699e-05 1.0 7.7
10132.0 0.17176 1.699e-05 1.0 7.7
10133.0 0.171777 1.699e-05 1.0 7.7
10134.0 0.171794 1.699e-05 1.0 7.7
10135.0 0.171811 1.699e-05 1.0 7.7
10136.0 0.171828 1.699e-05 1.0 7.7
10137.0 0.171845 1.699e-05 1.0 7.7
10138.0 0.171862 1.699e-05 1.0 7.7
10139.0 0.171879 1.699e-05 1.0 7.7
10140.0 0.171896 1.699e-05 1.0 7.7
10141.0 0.171913 1.699e-05 1.0 7.7
10142.0 0.17193 1.699e-05 1.0 7.7
10143.0 0.171947 1.699e-05 1.0 7.7
10144.0 0.171964 1.699e-05 1.0 7.7
10145.0 0.171981 1.699e-05 1.0 7.7
10146.0 0.171998 1.699e-05 1.0 7.7
10147.0 0.172015 1.699e-05 1.0 7.7
10148.0 0.172032 1.699e-05 1.0 7.7
10149.0 0.172049 1.699e-05 1.0 7.7
10150.0 0.172066 1.699e-05 1.0 7.7
10151.0 0.172083 1.699e-05 1.0 7.7
10152.0 0.1721 1.699e-05 1.0 7.7
10153.0 0.172117 1.699e-05 1.0 7.7
10154.0 0.172134 1.699e-05 1.0 7.7
10155.0 0.172151 1.699e-05 1.0 7.7
10156.0 0.172168 1.699e-05 1.0 7.7
10157.0 0.172185 1.699e-05 1.0 7.7
10158.0 0.172202 1.699e-05 1.0 7.7
10159.0 0.172219 1.699e-05 1.0 7.7
10160.0 0.172236 1.699e-05 1.0 7.7
10161.0 0.172253 1.699e-05 1.0 7.7
10162.0 0.17227 1.699e-05 1.0 7.7
10163.0 0.172287 1.699e-05 1.0 7.7
10164.0 0.172304 1.699e-05 1.0 7.7
10165.0 0.172321 1.699e-05 1.0 7.7
10166.0 0.172338 1.699e-05 1.0 7.7
10167.0 0.172355 1.699e-05 1.0 7.7
10168.0 0.172372 1.699e-05 1.0 7.7
10169.0 0.172389 1.699e-05 1.0 7.7
10170.0 0.172406 1.699e-05 1.0 7.7
10171.0 0.172423 1.699e-05 1.0 7.7
10172.0 0.17244 1.699e-05 1.0 7.7
10173.0 0.172457 1.699e-05 1.0 7.7
10174.0 0.172474 1.699e-05 1.0 7.7
10175.0 0.172491 1.699e-05 1.0 7.7
10176.0 0.172508 1.699e-05 1.0 7.7
10177.0 0.172525 1.699e-05 1.0 7.7
10178.0 0.172542 1.699e-05 1.0 7.7
10179.0 0.172559 1.699e-05 1.0 7.7
10180.0 0.172576 1.699e-05 1.0 7.7
10181.0 0.172593 1.699e-05 1.0 7.7
10182.0 0.17261 1.699e-05 1.0 7.7
10183.0 0.172626 1.699e-05 1.0 7.7
10184.0 0.172643 1.699e-05 1.0 7.7
10185.0 0.17266 1.699e-05 1.0 7.7
10186.0 0.172677 1.699e-05 1.0 7.7
10187.0 0.172694 1.699e-05 1.0 7.7
10188.0 0.172711 1.699e-05 1.0 7.7
10189.0 0.172728 1.699e-05 1.0 7.7
10190.0 0.172745 1.699e-05 1.0 7.7
10191.0 0.172762 1.699e-05 1.0 7.7
10192.0 0.172779 1.699e-05 1.0 7.7
10193.0 0.172796 1.699e-05 1.0 7.7
